species,eiv_light,eiv_temperature,eiv_moisture,eiv_reaction,eiv_nutrients,eiv_salinity
Veronica officinalis var. officinalis,5,5,4,4,4,0
Veronica opaca,5,5,5,7,7,0
Veronica orchidea,8,7,3,8,3,0
Veronica peregrina,8,7,7,7,7,1
Veronica peregrina ssp. peregrina,8,7,7,7,7,1
Veronica persica,7,6,5,7,7,0
Veronica polita,7,6,4,7,7,0
Veronica praecox,9,7,2,8,2,0
Veronica prostrata,8,7,2,8,3,0
Veronica scardica,8,7,9,7,7,3
Veronica scutellata,8,5,9,4,5,0
Veronica serpyllifolia,6,5,5,5,5,0
Veronica serpyllifolia ssp. serpyllifolia,6,5,5,5,5,0
Veronica spicata,7,6,3,7,2,0
Veronica spicata ssp. spicata,7,6,3,7,2,0
Veronica spuria,7,6,6,7,5,1
Veronica spuria ssp. foliosa,7,6,6,7,5,1
Veronica sublobata,5,5,5,6,7,0
Veronica teucrium,7,6,3,7,4,0
Veronica triloba,7,7,4,7,6,0
Veronica triphyllos,7,7,4,5,5,0
Veronica verna,8,7,2,4,2,0
Veronica verna agg.,8,7,2,4,2,0
Veronica vindobonensis,6,6,4,7,5,0
Viburnum lantana,7,7,4,7,5,0
Viburnum opulus,6,5,6,7,6,0
Vicia angustifolia,7,6,4,5,5,0
Vicia angustifolia var. angustifolia,7,6,4,5,5,0
Vicia angustifolia var. segetalis,7,6,4,5,5,0
Vicia cassubica,6,6,4,7,4,0
Vicia cracca,7,5,5,6,5,1
Vicia cracca agg.,7,5,4,7,5,1
Vicia dumetorum,6,6,5,7,5,0
Vicia faba,7,6,5,7,7,0
Vicia grandiflora,7,7,4,5,5,0
Vicia hirsuta,7,6,4,5,5,0
Vicia lathyroides,8,7,3,5,3,0
Vicia lutea,7,7,4,7,5,0
Vicia oreophila,7,3,5,6,5,0
Vicia pannonica,7,7,4,7,6,0
Vicia pannonica ssp. pannonica,7,7,4,7,6,0
Vicia pannonica ssp. striata,7,7,4,7,6,0
Vicia pisiformis,6,7,4,8,4,0
Vicia sativa,7,6,5,7,6,0
Vicia sativa agg.,7,6,5,7,6,0
Vicia sativa var. cordata,7,6,5,7,6,0
Vicia sativa var. sativa,7,6,5,7,6,0
Vicia sepium,6,5,5,6,6,0
Vicia sepium var. eriocalyx,6,5,5,6,6,0
Vicia sepium var. montana,6,5,5,6,6,0
Vicia sepium var. sepium,6,5,5,6,6,0
Vicia sylvatica,6,5,5,7,5,0
Vicia tenuifolia,7,6,4,8,4,0
Vicia tetrasperma,7,6,4,5,5,0
Vicia villosa,7,6,3,6,5,1
Vicia villosa ssp. varia,7,6,3,6,5,1
Vicia villosa ssp. villosa,7,6,3,6,5,1
Vinca minor,4,6,5,7,6,0
Vincetoxicum hirundinaria,6,6,3,7,3,0
Vincetoxicum hirundinaria ssp. hirundinaria,6,6,3,7,3,0
Viola alba,5,7,5,7,6,0
Viola alba ssp. alba,5,7,5,7,6,0
Viola ambigua,7,7,3,8,3,0
Viola arvensis,7,5,5,6,6,0
Viola biflora,4,3,8,6,5,0
Viola canina,7,5,4,4,3,0
Viola canina ssp. canina,7,5,4,4,3,0
Viola canina ssp. ruppii,7,5,5,5,4,0
Viola collina,6,5,3,8,3,0
Viola elatior,7,7,7,7,6,1
Viola hirta,6,5,3,8,3,0
Viola kitaibeliana,9,8,2,8,2,0
Viola lutea,7,3,5,3,3,0
Viola lutea ssp. sudetica,7,3,5,3,3,0
Viola mirabilis,4,6,5,8,5,0
Viola odorata,5,6,5,7,7,0
Viola palustris,5,5,9,3,3,0
Viola pumila,7,7,7,7,5,1
Viola reichenbachiana,3,5,5,7,6,0
Viola riviniana,4,6,5,6,6,0
Viola riviniana agg.,3,5,5,7,6,0
Viola riviniana var. minor,4,6,5,6,6,0
Viola riviniana var. riviniana,4,6,5,6,6,0
Viola rupestris,7,6,3,8,2,0
Viola rupestris ssp. rupestris,7,6,3,8,2,0
Viola stagnina,7,7,8,6,4,0
Viola suavis,6,7,5,7,6,0
Viola suavis ssp. suavis,6,7,5,7,6,0
Viola tricolor,7,5,4,4,5,0
Viola tricolor agg.,7,6,4,4,5,0
Viola tricolor ssp. curtisii,8,8,3,4,2,0
Viola tricolor ssp. polychroma,7,5,5,4,4,0
Viola tricolor ssp. saxatilis,7,7,3,5,3,0
Viola tricolor ssp. tricolor,7,5,4,5,6,0
Viscaria vulgaris,7,6,3,4,3,0
Viscum album,8,6,3,NA,NA,NA
Viscum album ssp. abietis,8,6,3,NA,NA,NA
Viscum album ssp. album,8,6,3,NA,NA,NA
Viscum album ssp. austriacum,8,6,3,NA,NA,NA
Vitis vinifera,6,7,5,7,6,0
Vitis vinifera ssp. vinifera,7,7,5,7,6,0
Vulpia myuros,9,7,2,4,3,0
Willemetia stipitata,7,4,8,4,4,0
Willemetia stipitata ssp. stipitata,7,4,8,4,4,0
Wolffia arrhiza,7,6,11,7,7,1
Woodsia alpina,9,2,4,4,2,0
Woodsia ilvensis,7,5,3,4,2,0
Xanthium albinum,7,6,6,7,7,1
Xanthium orientale,7,6,6,7,7,1
Xanthium orientale agg.,7,6,6,7,7,1
Xanthium ripicola,7,6,6,7,7,1
Xanthium saccharatum,8,7,6,7,7,1
Xanthium spinosum,8,7,4,7,8,2
Xanthium strumarium,8,7,6,7,7,2
Xeranthemum annuum,8,8,2,6,3,0
Zannichellia palustris,6,6,12,8,8,3
